FID,Count,Area,X,Y,Perimeter,NEAR_FID,NEAR_DIST,ST_NAME,ST_TYPE,MUN_L,SPEEDLIMIT,NBHD_L,STREET_ID,OBJECTID,SITE_NAME,OWNERSHIP,DISTRICT,ACRES,TypeLong,OS_Own_Jur,ALT_NAME
1428,1,15.456919940500001,-71.042948576000001,42.292031028799997,27.646368735900001,-1,-1.000000000000000, , , ,0, ,0,397,Tenean Beach,Commonwealth of Massachusetts,Dorchester,8.701530829999999,"Parkways, Reservations & Beaches",DCR, 
1429,1,14.110605990700000,-71.042967376600004,42.292056934300000,27.288266234200002,-1,-1.000000000000000, , , ,0, ,0,397,Tenean Beach,Commonwealth of Massachusetts,Dorchester,8.701530829999999,"Parkways, Reservations & Beaches",DCR, 
1430,1,13.948947804399999,-71.042815418999993,42.292067545099997,27.142009822799999,-1,-1.000000000000000, , , ,0, ,0,397,Tenean Beach,Commonwealth of Massachusetts,Dorchester,8.701530829999999,"Parkways, Reservations & Beaches",DCR, 
1431,1,33.499997853899998,-71.083329655399993,42.292235951700000,52.893909079399997,-1,-1.000000000000000, , , ,0, ,0,991,Harambee Park,City of Boston,Mattapan,45.557800880000002,"Parks, Playgrounds & Athletic Fields",BPRD,Franklin Field
1432,1,11.020731161500001,-71.119628071199998,42.292395733399999,19.996329210900001,1094,52.570457898199997,Brookway,RD,Boston,20,Roslindale,595,0, , , ,0.000000000000000, , , 
1433,1,21.732978652500002,-71.101022642800004,42.292376296900002,44.780473024999999,-1,-1.000000000000000, , , ,0, ,0,929,Franklin Park Zoo Parking/DCR,Commonwealth of Massachusetts,Mattapan,31.000000000000000,"Parks, Playgrounds & Athletic Fields",DCR,Canterbury II Urban Wild
1434,1,14.007314726300001,-71.120571563100000,42.292509273599997,21.608729120100001,285,59.197707367400000,Archdale,RD,Boston,20,Roslindale,164,0, , , ,0.000000000000000, , , 
1435,1,12.011328646500001,-71.120345541899994,42.292514020699997,21.849913556000001,285,99.007336281500002,Archdale,RD,Boston,20,Roslindale,164,0, , , ,0.000000000000000, , , 
1436,1,34.952409993300002,-71.100814460600006,42.292432698900001,61.661423536400001,-1,-1.000000000000000, , , ,0, ,0,929,Franklin Park Zoo Parking/DCR,Commonwealth of Massachusetts,Mattapan,31.000000000000000,"Parks, Playgrounds & Athletic Fields",DCR,Canterbury II Urban Wild
1437,1,28.970068184799999,-71.101028361800005,42.292456496900002,29.191013039300000,-1,-1.000000000000000, , , ,0, ,0,929,Franklin Park Zoo Parking/DCR,Commonwealth of Massachusetts,Mattapan,31.000000000000000,"Parks, Playgrounds & Athletic Fields",DCR,Canterbury II Urban Wild
1438,1,10.668539308600000,-71.120589902800006,42.292544650899998,19.502296682699999,285,67.716343502200004,Archdale,RD,Boston,20,Roslindale,164,0, , , ,0.000000000000000, , , 
1439,1,28.971465216100000,-71.101105488200005,42.292503563799997,29.191690109500001,-1,-1.000000000000000, , , ,0, ,0,929,Franklin Park Zoo Parking/DCR,Commonwealth of Massachusetts,Mattapan,31.000000000000000,"Parks, Playgrounds & Athletic Fields",DCR,Canterbury II Urban Wild
1440,1,10.263776652900001,-71.120476777299999,42.292632137799998,19.912215893500001,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
1441,1,12.853061083500000,-71.120688352100004,42.292650152599997,21.259499714200000,284,80.630816855299997,Archdale,RD,Boston,20,Roslindale,164,0, , , ,0.000000000000000, , , 
1442,1,11.157918610099999,-71.119894799600004,42.292648795500000,19.849149494599999,1094,49.349859135599999,Brookway,RD,Boston,20,Roslindale,595,0, , , ,0.000000000000000, , , 
1443,1,24.527120187600001,-71.100775092000006,42.292641385499998,27.111668822999999,-1,-1.000000000000000, , , ,0, ,0,929,Franklin Park Zoo Parking/DCR,Commonwealth of Massachusetts,Mattapan,31.000000000000000,"Parks, Playgrounds & Athletic Fields",DCR,Canterbury II Urban Wild
1444,1,11.101025699999999,-71.119205332600004,42.292735179099999,20.582679934300000,1094,99.310010392199999,Brookway,RD,Boston,20,Roslindale,595,0, , , ,0.000000000000000, , , 
1445,1,24.527097206299999,-71.100827064800001,42.292695380100000,27.111584138600001,-1,-1.000000000000000, , , ,0, ,0,929,Franklin Park Zoo Parking/DCR,Commonwealth of Massachusetts,Mattapan,31.000000000000000,"Parks, Playgrounds & Athletic Fields",DCR,Canterbury II Urban Wild
1446,1,15.950736456300000,-71.119410235600000,42.292762648000000,22.689362438900002,1094,45.068448802399999,Brookway,RD,Boston,20,Roslindale,595,0, , , ,0.000000000000000, , , 
1447,1,16.557222547900000,-71.119384879500004,42.292793436200000,23.220925077899999,1094,46.129271610700002,Brookway,RD,Boston,20,Roslindale,595,0, , , ,0.000000000000000, , , 
1448,1,5.688292103620000,-71.176440174500001,42.293025189600002,18.049762670900002,14470,77.714110098800006,Martin Luther,RD,Boston,15,West Roxbury,5059,324,Mount Lebanon Cemetery,Private,West Roxbury,48.594399400000000,Cemeteries & Burying Grounds,NULL, 
1449,1,10.436525034200001,-71.176419117300000,42.293037481900001,21.675737206099999,14470,77.808255852000002,Martin Luther,RD,Boston,15,West Roxbury,5059,324,Mount Lebanon Cemetery,Private,West Roxbury,48.594399400000000,Cemeteries & Burying Grounds,NULL, 
1450,1,9.720085775570000,-71.125200505500004,42.292884607799998,22.635998787799998,-1,-1.000000000000000, , , ,0, ,0,943,Arnold Arboretum,City of Boston,Jamaica Plain,224.259999999999990,"Parks, Playgrounds & Athletic Fields",BPRD, 
1451,1,9.724916510420000,-71.176464425099994,42.293061129400002,21.593435690900002,14470,62.944281272900000,Martin Luther,RD,Boston,15,West Roxbury,5059,324,Mount Lebanon Cemetery,Private,West Roxbury,48.594399400000000,Cemeteries & Burying Grounds,NULL, 
1452,1,9.519691924300000,-71.176439305599999,42.293067458700001,19.798870027200000,14470,65.172977477800003,Martin Luther,RD,Boston,15,West Roxbury,5059,324,Mount Lebanon Cemetery,Private,West Roxbury,48.594399400000000,Cemeteries & Burying Grounds,NULL, 
1453,1,13.134028298300001,-71.119406208900003,42.292895050600002,20.539096597099999,1094,25.830134169099999,Brookway,RD,Boston,20,Roslindale,595,0, , , ,0.000000000000000, , , 
1454,1,10.965983933400000,-71.119123525800006,42.292896985500001,20.010169527599999,1094,92.742090777499996,Brookway,RD,Boston,20,Roslindale,595,0, , , ,0.000000000000000, , , 
1455,1,12.059627589500000,-71.119132276700000,42.292918923700000,20.475761479100001,1094,87.023158190499998,Brookway,RD,Boston,20,Roslindale,595,0, , , ,0.000000000000000, , , 
1456,1,8.211683641340001,-71.119745372099999,42.292932871100000,15.815103847600000,1094,58.744247153400003,Brookway,RD,Boston,20,Roslindale,595,0, , , ,0.000000000000000, , , 
1457,1,6.318794181910000,-71.119658630299995,42.292945737499998,14.412145178299999,1094,40.117685367199996,Brookway,RD,Boston,20,Roslindale,595,0, , , ,0.000000000000000, , , 
1458,1,18.723322208999999,-71.119718316000004,42.292950191000003,23.416587124199999,1094,54.216916028999997,Brookway,RD,Boston,20,Roslindale,595,0, , , ,0.000000000000000, , , 
1459,1,13.959509599200000,-71.119637815900006,42.292967740000002,20.521670412500001,1094,37.833336016899999,Brookway,RD,Boston,20,Roslindale,595,0, , , ,0.000000000000000, , , 
1460,1,5.089981342990000,-71.119590310099994,42.292977685499999,13.413280901300000,1094,29.327041893600001,Brookway,RD,Boston,20,Roslindale,595,0, , , ,0.000000000000000, , , 
1461,1,14.370326839900001,-71.119584651200000,42.293007167299997,20.584530585900001,1094,31.925162497599999,Brookway,RD,Boston,20,Roslindale,595,0, , , ,0.000000000000000, , , 
1462,1,18.091891594600000,-71.119317140500002,42.293034437499998,24.953832768500000,1094,24.584633460500001,Brookway,RD,Boston,20,Roslindale,595,0, , , ,0.000000000000000, , , 
1463,1,10.503417335200000,-71.118879375099993,42.293052844100004,19.766825047499999,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
1464,1,9.946156847559999,-71.118851125399999,42.293058697299998,19.243447266299999,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
1465,1,42.873157177000003,-71.086943451400003,42.292943260199998,35.523449170600003,-1,-1.000000000000000, , , ,0, ,0,991,Harambee Park,City of Boston,Mattapan,45.557800880000002,"Parks, Playgrounds & Athletic Fields",BPRD,Franklin Field
1466,1,18.535271211500000,-71.083007030199994,42.292935253000003,27.975604503700001,-1,-1.000000000000000, , , ,0, ,0,991,Harambee Park,City of Boston,Mattapan,45.557800880000002,"Parks, Playgrounds & Athletic Fields",BPRD,Franklin Field
1467,1,14.702460211500000,-71.043716509000006,42.292786633399999,27.385856708799999,14963,49.463458210299997,Conley,ST,Boston,20,Dorchester,982,397,Tenean Beach,Commonwealth of Massachusetts,Dorchester,8.701530829999999,"Parkways, Reservations & Beaches",DCR, 
1468,1,4.537614850030000,-71.119556726100001,42.293087752200002,13.860809940299999,2820,31.195991677300000,Elven,RD,Boston,20,Roslindale,1399,0, , , ,0.000000000000000, , , 
1469,1,23.594447573000000,-71.119579832699998,42.293093384300001,26.317207320700000,2820,33.026367749999999,Elven,RD,Boston,20,Roslindale,1399,0, , , ,0.000000000000000, , , 
1470,1,40.454747198699998,-71.086928801400006,42.292983667800002,34.411910310899998,-1,-1.000000000000000, , , ,0, ,0,991,Harambee Park,City of Boston,Mattapan,45.557800880000002,"Parks, Playgrounds & Athletic Fields",BPRD,Franklin Field
1471,1,8.418615802960000,-71.118971301399995,42.293103454799997,17.552193164799998,9064,99.320783196500003,Brookway,RD,Boston,20,Roslindale,595,0, , , ,0.000000000000000, , , 
1472,1,12.253159480400001,-71.119193604299994,42.293122331399999,20.301909190300002,9064,40.824684293499999,Brookway,RD,Boston,20,Roslindale,595,0, , , ,0.000000000000000, , , 
1473,1,11.840714389200000,-71.119156622700004,42.293156693599997,20.291657073300001,9064,45.538423922699998,Brookway,RD,Boston,20,Roslindale,595,0, , , ,0.000000000000000, , , 
1474,1,14.392810194699999,-71.083096830599999,42.293047084199998,25.573006379999999,-1,-1.000000000000000, , , ,0, ,0,991,Harambee Park,City of Boston,Mattapan,45.557800880000002,"Parks, Playgrounds & Athletic Fields",BPRD,Franklin Field
1475,1,7.667609954960000,-71.119005127799994,42.293217495900002,18.249245250800001,9064,74.825542234300002,Brookway,RD,Boston,20,Roslindale,595,0, , , ,0.000000000000000, , , 
1476,1,9.348028375960000,-71.053009949699998,42.292995496200000,20.160093491400001,1735,95.860386524199996,Claymont,TER,Boston,20,Dorchester,901,0, , , ,0.000000000000000, , , 
1477,1,20.112214531599999,-71.087970025100006,42.293124423499997,34.580847604500001,-1,-1.000000000000000, , , ,0, ,0,991,Harambee Park,City of Boston,Mattapan,45.557800880000002,"Parks, Playgrounds & Athletic Fields",BPRD,Franklin Field
1478,1,14.321063981300000,-71.083131290400004,42.293214407500002,26.265240244499999,7391,93.705681700000000,Talbot,AVE,Boston,30,Dorchester,4073,991,Harambee Park,City of Boston,Mattapan,45.557800880000002,"Parks, Playgrounds & Athletic Fields",BPRD,Franklin Field
1479,1,30.532492875900001,-71.088071701900006,42.293254009000002,40.600370736400002,12318,71.263652323700001,Blue Hill,AVE,Boston,35,Dorchester,454,991,Harambee Park,City of Boston,Mattapan,45.557800880000002,"Parks, Playgrounds & Athletic Fields",BPRD,Franklin Field
1480,1,12.963955269100000,-71.083048532700005,42.293238181699998,25.369957255900001,7391,74.945063596599994,Talbot,AVE,Boston,30,Dorchester,4073,991,Harambee Park,City of Boston,Mattapan,45.557800880000002,"Parks, Playgrounds & Athletic Fields",BPRD,Franklin Field
1481,1,14.903801747299999,-71.083149942999995,42.293248554800002,26.847450106299998,10265,81.673982333200001,Talbot,AVE,Boston,30,Dorchester,4073,991,Harambee Park,City of Boston,Mattapan,45.557800880000002,"Parks, Playgrounds & Athletic Fields",BPRD,Franklin Field
1482,1,26.040566203000001,-71.066256155700003,42.293181996199998,42.076949483100002,5024,80.067278677199994,Mather,CT,Boston,20,Dorchester,2666,0, , , ,0.000000000000000, , , 
1483,1,10.870946660300000,-71.066444801900005,42.293194071099997,21.554678103299999,5024,33.941772482899999,Mather,CT,Boston,20,Dorchester,2666,0, , , ,0.000000000000000, , , 
1484,1,10.872007978299999,-71.066411044899993,42.293198342300002,21.555233873500001,5024,40.722316994800003,Mather,CT,Boston,20,Dorchester,2666,0, , , ,0.000000000000000, , , 
1485,1,10.872904150600000,-71.066349611299998,42.293198387499999,21.555530914599998,5024,55.875272648699998,Mather,CT,Boston,20,Dorchester,2666,0, , , ,0.000000000000000, , , 
1486,1,10.870398703299999,-71.066379489300004,42.293205195399999,21.553834024800000,5024,47.436754849700002,Mather,CT,Boston,20,Dorchester,2666,0, , , ,0.000000000000000, , , 
1487,1,15.219944606000000,-71.083068993400005,42.293272950099997,26.141020180900000,7391,65.944318916000000,Talbot,AVE,Boston,30,Dorchester,4073,991,Harambee Park,City of Boston,Mattapan,45.557800880000002,"Parks, Playgrounds & Athletic Fields",BPRD,Franklin Field
1488,1,10.870946613799999,-71.066276823300001,42.293218557300001,21.554686321300000,5024,73.072687434299993,Mather,CT,Boston,20,Dorchester,2666,0, , , ,0.000000000000000, , , 
1489,1,25.084134846400001,-71.088040393800000,42.293361854099999,34.482530425000000,12318,71.294375367800001,Blue Hill,AVE,Boston,35,Dorchester,454,991,Harambee Park,City of Boston,Mattapan,45.557800880000002,"Parks, Playgrounds & Athletic Fields",BPRD,Franklin Field
1490,1,26.365944383100000,-71.128014069200006,42.293519824900002,29.286382693299998,-1,-1.000000000000000, , , ,0, ,0,943,Arnold Arboretum,City of Boston,Jamaica Plain,224.259999999999990,"Parks, Playgrounds & Athletic Fields",BPRD, 
1491,1,20.653240373100001,-71.127778615899999,42.293528794600000,24.985183799800001,-1,-1.000000000000000, , , ,0, ,0,943,Arnold Arboretum,City of Boston,Jamaica Plain,224.259999999999990,"Parks, Playgrounds & Athletic Fields",BPRD, 
1492,1,8.988101136430000,-71.118800041399993,42.293540218499999,18.898293832699999,9064,81.020197840500003,Brookway,RD,Boston,20,Roslindale,595,0, , , ,0.000000000000000, , , 
1493,1,17.176163835600001,-71.127661713500004,42.293585258100002,23.784336338100001,-1,-1.000000000000000, , , ,0, ,0,943,Arnold Arboretum,City of Boston,Jamaica Plain,224.259999999999990,"Parks, Playgrounds & Athletic Fields",BPRD, 
1494,1,17.239430239299999,-71.056795604100003,42.293344078499999,28.904896187799999,4396,38.064029336700003,King,ST,Boston,15,Dorchester,2303,749,Adams/King Playground,City of Boston,Dorchester,0.680000000000000,"Parks, Playgrounds & Athletic Fields",BPRD,Old Hemenway School Site
1495,1,16.625018437700000,-71.069929231100005,42.293395139899999,26.907376520200000,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
1496,1,17.691865644000000,-71.069786919600006,42.293427633199997,28.105573790299999,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
1497,1,28.559709866900000,-71.127889236300007,42.293639503199998,29.763326598999999,-1,-1.000000000000000, , , ,0, ,0,943,Arnold Arboretum,City of Boston,Jamaica Plain,224.259999999999990,"Parks, Playgrounds & Athletic Fields",BPRD, 
1498,1,20.215922521700001,-71.128206645899994,42.293648254099999,27.969840611999999,-1,-1.000000000000000, , , ,0, ,0,943,Arnold Arboretum,City of Boston,Jamaica Plain,224.259999999999990,"Parks, Playgrounds & Athletic Fields",BPRD, 
1499,1,18.920515541600000,-71.056860920299997,42.293393735400002,27.724337771100000,4396,57.413015538400003,King,ST,Boston,15,Dorchester,2303,749,Adams/King Playground,City of Boston,Dorchester,0.680000000000000,"Parks, Playgrounds & Athletic Fields",BPRD,Old Hemenway School Site
1500,1,23.567853436800000,-71.128035995399998,42.293661886700001,27.500983476199998,-1,-1.000000000000000, , , ,0, ,0,943,Arnold Arboretum,City of Boston,Jamaica Plain,224.259999999999990,"Parks, Playgrounds & Athletic Fields",BPRD, 
1501,1,15.774633849000001,-71.056893064400001,42.293435604700001,26.476822177599999,4396,74.643094101800003,King,ST,Boston,15,Dorchester,2303,749,Adams/King Playground,City of Boston,Dorchester,0.680000000000000,"Parks, Playgrounds & Athletic Fields",BPRD,Old Hemenway School Site
1502,1,8.185134407710001,-71.118755536699993,42.293676092500000,17.735832796499999,1093,75.969714773299998,Brookway,RD,Boston,20,Roslindale,595,0, , , ,0.000000000000000, , , 
1503,1,15.741367226600000,-71.056948058499998,42.293457661900000,26.854642994100001,75,65.376718513200004,Adams,ST,Boston,25,Dorchester,24,749,Adams/King Playground,City of Boston,Dorchester,0.680000000000000,"Parks, Playgrounds & Athletic Fields",BPRD,Old Hemenway School Site
1504,1,30.323104777400001,-71.056990811000006,42.293488264300002,29.813551902600000,75,51.950522681199999,Adams,ST,Boston,25,Dorchester,24,749,Adams/King Playground,City of Boston,Dorchester,0.680000000000000,"Parks, Playgrounds & Athletic Fields",BPRD,Old Hemenway School Site
1505,1,10.169281753300000,-71.152795405999996,42.293832920800000,21.373660038200001,-1,-1.000000000000000, , , ,0, ,0,767,Hynes Playground,City of Boston,West Roxbury,6.363893520000000,"Parks, Playgrounds & Athletic Fields",BPRD, 
1506,1,11.786060952600000,-71.118741028800002,42.293731454499998,20.938202999400001,1093,74.070959226699998,Brookway,RD,Boston,20,Roslindale,595,0, , , ,0.000000000000000, , , 
1507,1,27.381583017800001,-71.056981974899998,42.293510121799997,28.306623979299999,75,51.174455199299999,Adams,ST,Boston,25,Dorchester,24,749,Adams/King Playground,City of Boston,Dorchester,0.680000000000000,"Parks, Playgrounds & Athletic Fields",BPRD,Old Hemenway School Site
1508,1,11.369686389200000,-71.066174890599996,42.293557120899997,21.791669649599999,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
1509,1,11.960652244000000,-71.056878002100007,42.293524000799998,24.443036969200001,75,73.921396680499996,Adams,ST,Boston,25,Dorchester,24,749,Adams/King Playground,City of Boston,Dorchester,0.680000000000000,"Parks, Playgrounds & Athletic Fields",BPRD,Old Hemenway School Site
1510,1,16.234162586499998,-71.056934175300000,42.293526664200002,26.204134432000000,75,59.326592026599997,Adams,ST,Boston,25,Dorchester,24,749,Adams/King Playground,City of Boston,Dorchester,0.680000000000000,"Parks, Playgrounds & Athletic Fields",BPRD,Old Hemenway School Site
